# BuildUp:
# time,intensity
0,-0.0026362813086003543
0.01,-0.0050610490510726311
0.02,-0.0072552115110059616
0.029999999999999999,-0.0092407003275679044
0.040000000000000001,-0.011037361200539041
0.050000000000000003,-0.012663152424110358
0.060000000000000005,-0.014134324386724805
0.070000000000000007,-0.015465581999758596
0.080000000000000002,-0.016670231678583995
0.089999999999999997,-0.017760314345143961
0.099999999999999992,-0.018746725781448946
0.10999999999999999,-0.019639325536973749
0.11999999999999998,-0.020447035478524556
0.12999999999999998,-0.021177928967618581
0.13999999999999999,-0.021839311556737608
0.14999999999999999,-0.022437794011044305
0.16,-0.022979358385440789
0.17000000000000001,-0.023469417817434023
0.18000000000000002,-0.02391287063346011
0.19000000000000003,-0.024314149309480334
0.20000000000000004,-0.024677264775228268
0.21000000000000005,-0.025005846504945427
0.22000000000000006,-0.02530317879532732
0.23000000000000007,-0.025572233593291416
0.24000000000000007,-0.025815700201692819
0.25000000000000006,-0.026036012159907335
0.26000000000000006,-0.026235371567963371
0.27000000000000007,-0.026415771097351402
0.28000000000000008,-0.026579013908517229
0.29000000000000009,-0.026726731674121828
0.3000000000000001,-0.026860400888216961
0.31000000000000011,-0.026981357624352793
0.32000000000000012,-0.027090810890130358
0.33000000000000013,-0.027189854711682566
0.34000000000000014,-0.027279479068872615
0.35000000000000014,-0.027360579790511215
0.36000000000000015,-0.027433967508499024
0.37000000000000016,-0.02750037576039422
0.38000000000000017,-0.027560468321393437
0.39000000000000018,-0.027614845839011928
0.40000000000000019,-0.027664051836779082
0.4100000000000002,-0.027708578146958367
0.42000000000000021,-0.027748869826593928
0.43000000000000022,-0.027785329606021369
0.44000000000000022,-0.027818321914307383
0.45000000000000023,-0.027848176521853913
0.46000000000000024,-0.02787519183657608
0.47000000000000025,-0.027899637886600354
0.48000000000000026,-0.027921759019296215
0.49000000000000027,-0.027941776343619034
0.50000000000000022,-0.027959889940176411
0.51000000000000023,-0.027976280861108302
0.52000000000000024,-0.027991112939770569
0.53000000000000025,-0.028004534428310336
0.54000000000000026,-0.0280166794795014
0.55000000000000027,-0.028027669487651133
0.56000000000000028,-0.028037614301981765
0.57000000000000028,-0.028046613324614261
0.58000000000000029,-0.028054756504129513
0.5900000000000003,-0.028062125234637886
0.60000000000000031,-0.028068793169343652
0.61000000000000032,-0.028074826956736181
0.62000000000000033,-0.028080286906766394
0.63000000000000034,-0.028085227593667193
0.64000000000000035,-0.028089698401443201
0.65000000000000036,-0.028093744017482297
0.66000000000000036,-0.02809740487922268
0.67000000000000037,-0.028100717578340116
0.68000000000000038,-0.028103715226495359
0.69000000000000039,-0.028106427786297523
0.7000000000000004,-0.028108882370791524
0.71000000000000041,-0.028111103514463043
0.72000000000000042,-0.028113113418469844
0.73000000000000043,-0.028114932172550615
0.74000000000000044,-0.028116577955829378
0.75000000000000044,-0.02811806721852262
0.76000000000000045,-0.028119414846365293
0.77000000000000046,-0.028120634309399317
0.78000000000000047,-0.028121737796611625
0.79000000000000048,-0.028122736337767656
0.80000000000000049,-0.028123639913657954
0.8100000000000005,-0.028124457555859871
0.82000000000000051,-0.028125197437011563
0.83000000000000052,-0.02812586695250055
0.84000000000000052,-0.028126472794383354
0.85000000000000053,-0.028127021018275102
0.86000000000000054,-0.028127517103877658
0.87000000000000055,-0.028127966009751273
0.88000000000000056,-0.028128372222877257
0.89000000000000057,-0.028128739803507
0.90000000000000058,-0.028129072425745721
0.91000000000000059,-0.028129373414276508
0.9200000000000006,-0.02812964577759176
0.9300000000000006,-0.028129892238064197
0.94000000000000061,-0.02813011525915798
0.95000000000000062,-0.028130317070051952
0.96000000000000063,-0.028130499687921123
0.97000000000000064,-0.028130664938099067
0.98000000000000065,-0.028130814472322824
0.99000000000000066,-0.028130949785242623
1.0000000000000007,-0.02813107222936146
1.0100000000000007,-0.028131183028553886
1.0200000000000007,-0.028131283290299066
1.0300000000000007,-0.02813137401675047
1.0400000000000007,-0.028131456114752741
1.0500000000000007,-0.028131530404905979
1.0600000000000007,-0.028131597629767916
1.0700000000000007,-0.028131658461276063
1.0800000000000007,-0.028131713507464004
1.0900000000000007,-0.028131763318538859
1.1000000000000008,-0.028131808392380872
1.1100000000000008,-0.028131849179519872
1.1200000000000008,-0.028131886087638495
1.1300000000000008,-0.028131919485647118
1.1400000000000008,-0.028131949707371273
1.1500000000000008,-0.028131977054888346
1.1600000000000008,-0.028132001801546944
1.1700000000000008,-0.02813202419469913
1.1800000000000008,-0.028132044458172804
1.1900000000000008,-0.028132062794508923
1.2000000000000008,-0.028132079386985989
1.2100000000000009,-0.028132094401451993
1.2200000000000009,-0.028132107987982102
1.2300000000000009,-0.028132120282378749
1.2400000000000009,-0.028132131407529008
1.2500000000000009,-0.028132141474632888
1.2600000000000009,-0.028132150584314845
1.2700000000000009,-0.028132158827629539
1.2800000000000009,-0.028132166286971967
1.2900000000000009,-0.028132173036901041
1.3000000000000009,-0.028132179144884806
1.3100000000000009,-0.028132184671974831
1.320000000000001,-0.028132189673416449
1.330000000000001,-0.028132194199200926
1.340000000000001,-0.028132198294565161
1.350000000000001,-0.028132202000443841
1.360000000000001,-0.028132205353878607
1.370000000000001,-0.028132208388388293
1.380000000000001,-0.02813221113430394
1.390000000000001,-0.028132213619072012
1.400000000000001,-0.028132215867528676
1.410000000000001,-0.0281322179021481
1.420000000000001,-0.028132219743267066
1.430000000000001,-0.028132221409288241
1.4400000000000011,-0.028132222916864121
1.4500000000000011,-0.028132224281063496
1.4600000000000011,-0.028132225515522042
1.4700000000000011,-0.028132226632578635
1.4800000000000011,-0.028132227643398663
1.4900000000000011,-0.028132228558085663
1.5000000000000011,-0.028132229385782262
1.5100000000000011,-0.028132230134761592
1.5200000000000011,-0.028132230812509991
1.5300000000000011,-0.028132231425801797
1.5400000000000011,-0.0281322319807671
1.5500000000000012,-0.028132232482952976
1.5600000000000012,-0.028132232937378963
1.5700000000000012,-0.028132233348587218
1.5800000000000012,-0.028132233720687919
1.5900000000000012,-0.028132234057400347
1.6000000000000012,-0.028132234362090079
1.6100000000000012,-0.028132234637802594
1.6200000000000012,-0.028132234887293751
1.6300000000000012,-0.028132235113057291
1.6400000000000012,-0.028132235317349819
1.6500000000000012,-0.028132235502213304
1.6600000000000013,-0.028132235669495534
1.6700000000000013,-0.028132235820868552
1.6800000000000013,-0.028132235957845392
1.6900000000000013,-0.02813223608179518
1.7000000000000013,-0.028132236193956852
1.7100000000000013,-0.028132236295451495
1.7200000000000013,-0.028132236387293594
1.7300000000000013,-0.028132236470401143
1.7400000000000013,-0.02813223654560483
1.7500000000000013,-0.028132236613656342
1.7600000000000013,-0.028132236675235886
1.7700000000000014,-0.028132236730958965
1.7800000000000014,-0.028132236781382557
1.7900000000000014,-0.028132236827010666
1.8000000000000014,-0.028132236868299354
1.8100000000000014,-0.028132236905661325
1.8200000000000014,-0.028132236939470021
1.8300000000000014,-0.028132236970063375
1.8400000000000014,-0.028132236997747181
1.8500000000000014,-0.028132237022798143
1.8600000000000014,-0.028132237045466663
1.8700000000000014,-0.02813223706597931
1.8800000000000014,-0.028132237084541125
1.8900000000000015,-0.028132237101337637
1.9000000000000015,-0.028132237116536736
1.9100000000000015,-0.028132237130290338
1.9200000000000015,-0.028132237142735918
1.9300000000000015,-0.028132237153997867
